# Generated by regen.py from Unicode emoji-test.txt, version 17.0.
# © Unicode, Inc. — https://www.unicode.org/terms_of_use.html
# group	subgroup	codepoints	name	tone variants (light..dark)
People & Body	family	1F469-200D-2764-FE0F-200D-1F48B-200D-1F468	kiss: woman, man	1F469-1F3FB-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FB 1F469-1F3FC-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FC 1F469-1F3FD-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FD 1F469-1F3FE-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FE 1F469-1F3FF-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FF
People & Body	family	1F468-200D-2764-FE0F-200D-1F48B-200D-1F468	kiss: man, man	1F468-1F3FB-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FB 1F468-1F3FC-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FC 1F468-1F3FD-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FD 1F468-1F3FE-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FE 1F468-1F3FF-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FF
People & Body	family	1F469-200D-2764-FE0F-200D-1F48B-200D-1F469	kiss: woman, woman	1F469-1F3FB-200D-2764-FE0F-200D-1F48B-200D-1F469-1F3FB 1F469-1F3FC-200D-2764-FE0F-200D-1F48B-200D-1F469-1F3FC 1F469-1F3FD-200D-2764-FE0F-200D-1F48B-200D-1F469-1F3FD 1F469-1F3FE-200D-2764-FE0F-200D-1F48B-200D-1F469-1F3FE 1F469-1F3FF-200D-2764-FE0F-200D-1F48B-200D-1F469-1F3FF
People & Body	family	1F491	couple with heart	1F491-1F3FB 1F491-1F3FC 1F491-1F3FD 1F491-1F3FE 1F491-1F3FF
People & Body	family	1F469-200D-2764-FE0F-200D-1F468	couple with heart: woman, man	1F469-1F3FB-200D-2764-FE0F-200D-1F468-1F3FB 1F469-1F3FC-200D-2764-FE0F-200D-1F468-1F3FC 1F469-1F3FD-200D-2764-FE0F-200D-1F468-1F3FD 1F469-1F3FE-200D-2764-FE0F-200D-1F468-1F3FE 1F469-1F3FF-200D-2764-FE0F-200D-1F468-1F3FF
People & Body	family	1F468-200D-2764-FE0F-200D-1F468	couple with heart: man, man	1F468-1F3FB-200D-2764-FE0F-200D-1F468-1F3FB 1F468-1F3FC-200D-2764-FE0F-200D-1F468-1F3FC 1F468-1F3FD-200D-2764-FE0F-200D-1F468-1F3FD 1F468-1F3FE-200D-2764-FE0F-200D-1F468-1F3FE 1F468-1F3FF-200D-2764-FE0F-200D-1F468-1F3FF
People & Body	family	1F469-200D-2764-FE0F-200D-1F469	couple with heart: woman, woman	1F469-1F3FB-200D-2764-FE0F-200D-1F469-1F3FB 1F469-1F3FC-200D-2764-FE0F-200D-1F469-1F3FC 1F469-1F3FD-200D-2764-FE0F-200D-1F469-1F3FD 1F469-1F3FE-200D-2764-FE0F-200D-1F469-1F3FE 1F469-1F3FF-200D-2764-FE0F-200D-1F469-1F3FF
People & Body	family	1F468-200D-1F469-200D-1F466	family: man, woman, boy	
People & Body	family	1F468-200D-1F469-200D-1F467	family: man, woman, girl	
People & Body	family	1F468-200D-1F469-200D-1F467-200D-1F466	family: man, woman, girl, boy	
People & Body	family	1F468-200D-1F469-200D-1F466-200D-1F466	family: man, woman, boy, boy	
People & Body	family	1F468-200D-1F469-200D-1F467-200D-1F467	family: man, woman, girl, girl	
People & Body	family	1F468-200D-1F468-200D-1F466	family: man, man, boy	
People & Body	family	1F468-200D-1F468-200D-1F467	family: man, man, girl	
People & Body	family	1F468-200D-1F468-200D-1F467-200D-1F466	family: man, man, girl, boy	
People & Body	family	1F468-200D-1F468-200D-1F466-200D-1F466	family: man, man, boy, boy	
People & Body	family	1F468-200D-1F468-200D-1F467-200D-1F467	family: man, man, girl, girl	
People & Body	family	1F469-200D-1F469-200D-1F466	family: woman, woman, boy	
People & Body	family	1F469-200D-1F469-200D-1F467	family: woman, woman, girl	
People & Body	family	1F469-200D-1F469-200D-1F467-200D-1F466	family: woman, woman, girl, boy	
People & Body	family	1F469-200D-1F469-200D-1F466-200D-1F466	family: woman, woman, boy, boy	
People & Body	family	1F469-200D-1F469-200D-1F467-200D-1F467	family: woman, woman, girl, girl	
People & Body	family	1F468-200D-1F466	family: man, boy	
People & Body	family	1F468-200D-1F466-200D-1F466	family: man, boy, boy	
People & Body	family	1F468-200D-1F467	family: man, girl	
People & Body	family	1F468-200D-1F467-200D-1F466	family: man, girl, boy	
People & Body	family	1F468-200D-1F467-200D-1F467	family: man, girl, girl	
People & Body	family	1F469-200D-1F466	family: woman, boy	
People & Body	family	1F469-200D-1F466-200D-1F466	family: woman, boy, boy	
People & Body	family	1F469-200D-1F467	family: woman, girl	
People & Body	family	1F469-200D-1F467-200D-1F466	family: woman, girl, boy	
People & Body	family	1F469-200D-1F467-200D-1F467	family: woman, girl, girl	
People & Body	person-symbol	1F5E3-FE0F	speaking head	
People & Body	person-symbol	1F464	bust in silhouette	
People & Body	person-symbol	1F465	busts in silhouette	
People & Body	person-symbol	1FAC2	people hugging	
People & Body	person-symbol	1F46A	family	
People & Body	person-symbol	1F9D1-200D-1F9D1-200D-1F9D2	family: adult, adult, child	
People & Body	person-symbol	1F9D1-200D-1F9D1-200D-1F9D2-200D-1F9D2	family: adult, adult, child, child	
People & Body	person-symbol	1F9D1-200D-1F9D2	family: adult, child	
People & Body	person-symbol	1F9D1-200D-1F9D2-200D-1F9D2	family: adult, child, child	
People & Body	person-symbol	1F463	footprints	
People & Body	person-symbol	1FAC6	fingerprint	
Animals & Nature	animal-mammal	1F435	monkey face	
Animals & Nature	animal-mammal	1F412	monkey	
Animals & Nature	animal-mammal	1F98D	gorilla	
Animals & Nature	animal-mammal	1F9A7	orangutan	
Animals & Nature	animal-mammal	1F436	dog face	
Animals & Nature	animal-mammal	1F415	dog	
Animals & Nature	animal-mammal	1F9AE	guide dog	
Animals & Nature	animal-mammal	1F415-200D-1F9BA	service dog	
Animals & Nature	animal-mammal	1F429	poodle	
Animals & Nature	animal-mammal	1F43A	wolf	
Animals & Nature	animal-mammal	1F98A	fox	
Animals & Nature	animal-mammal	1F99D	raccoon	
Animals & Nature	animal-mammal	1F431	cat face	
Animals & Nature	animal-mammal	1F408	cat	
Animals & Nature	animal-mammal	1F408-200D-2B1B	black cat	
Animals & Nature	animal-mammal	1F981	lion	
Animals & Nature	animal-mammal	1F42F	tiger face	
Animals & Nature	animal-mammal	1F405	tiger	
Animals & Nature	animal-mammal	1F406	leopard	
Animals & Nature	animal-mammal	1F434	horse face	
Animals & Nature	animal-mammal	1FACE	moose	
Animals & Nature	animal-mammal	1FACF	donkey	
Animals & Nature	animal-mammal	1F40E	horse	
Animals & Nature	animal-mammal	1F984	unicorn	
Animals & Nature	animal-mammal	1F993	zebra	
Animals & Nature	animal-mammal	1F98C	deer	
Animals & Nature	animal-mammal	1F9AC	bison	
Animals & Nature	animal-mammal	1F42E	cow face	
Animals & Nature	animal-mammal	1F402	ox	
Animals & Nature	animal-mammal	1F403	water buffalo	
Animals & Nature	animal-mammal	1F404	cow	
Animals & Nature	animal-mammal	1F437	pig face	
Animals & Nature	animal-mammal	1F416	pig	
Animals & Nature	animal-mammal	1F417	boar	
Animals & Nature	animal-mammal	1F43D	pig nose	
Animals & Nature	animal-mammal	1F40F	ram	
Animals & Nature	animal-mammal	1F411	ewe	
Animals & Nature	animal-mammal	1F410	goat	
Animals & Nature	animal-mammal	1F42A	camel	
Animals & Nature	animal-mammal	1F42B	two-hump camel	
Animals & Nature	animal-mammal	1F999	llama	
Animals & Nature	animal-mammal	1F992	giraffe	
Animals & Nature	animal-mammal	1F418	elephant	
Animals & Nature	animal-mammal	1F9A3	mammoth	
Animals & Nature	animal-mammal	1F98F	rhinoceros	
Animals & Nature	animal-mammal	1F99B	hippopotamus	
Animals & Nature	animal-mammal	1F42D	mouse face	
Animals & Nature	animal-mammal	1F401	mouse	
Animals & Nature	animal-mammal	1F400	rat	
Animals & Nature	animal-mammal	1F439	hamster	
Animals & Nature	animal-mammal	1F430	rabbit face	
Animals & Nature	animal-mammal	1F407	rabbit	
Animals & Nature	animal-mammal	1F43F-FE0F	chipmunk	
Animals & Nature	animal-mammal	1F9AB	beaver	
Animals & Nature	animal-mammal	1F994	hedgehog	
Animals & Nature	animal-mammal	1F987	bat	
Animals & Nature	animal-mammal	1F43B	bear	
Animals & Nature	animal-mammal	1F43B-200D-2744-FE0F	polar bear	
Animals & Nature	animal-mammal	1F428	koala	
Animals & Nature	animal-mammal	1F43C	panda	
Animals & Nature	animal-mammal	1F9A5	sloth	
Animals & Nature	animal-mammal	1F9A6	otter	
Animals & Nature	animal-mammal	1F9A8	skunk	
Animals & Nature	animal-mammal	1F998	kangaroo	
Animals & Nature	animal-mammal	1F9A1	badger	
Animals & Nature	animal-mammal	1F43E	paw prints	
Animals & Nature	animal-bird	1F983	turkey	
Animals & Nature	animal-bird	1F414	chicken	
Animals & Nature	animal-bird	1F413	rooster	
Animals & Nature	animal-bird	1F423	hatching chick	
Animals & Nature	animal-bird	1F424	baby chick	
Animals & Nature	animal-bird	1F425	front-facing baby chick	
Animals & Nature	animal-bird	1F426	bird	
Animals & Nature	animal-bird	1F427	penguin	
Animals & Nature	animal-bird	1F54A-FE0F	dove	
Animals & Nature	animal-bird	1F985	eagle	
Animals & Nature	animal-bird	1F986	duck	
Animals & Nature	animal-bird	1F9A2	swan	
Animals & Nature	animal-bird	1F989	owl	
Animals & Nature	animal-bird	1F9A4	dodo	
Animals & Nature	animal-bird	1FAB6	feather	
Animals & Nature	animal-bird	1F9A9	flamingo	
Animals & Nature	animal-bird	1F99A	peacock	
Animals & Nature	animal-bird	1F99C	parrot	
Animals & Nature	animal-bird	1FABD	wing	
Animals & Nature	animal-bird	1F426-200D-2B1B	black bird	
Animals & Nature	animal-bird	1FABF	goose	
Animals & Nature	animal-bird	1F426-200D-1F525	phoenix	
Animals & Nature	animal-amphibian	1F438	frog	
Animals & Nature	animal-reptile	1F40A	crocodile	
Animals & Nature	animal-reptile	1F422	turtle	
Animals & Nature	animal-reptile	1F98E	lizard	
Animals & Nature	animal-reptile	1F40D	snake	
Animals & Nature	animal-reptile	1F432	dragon face	
Animals & Nature	animal-reptile	1F409	dragon	
Animals & Nature	animal-reptile	1F995	sauropod	
Animals & Nature	animal-reptile	1F996	T-Rex	
Animals & Nature	animal-marine	1F433	spouting whale	
Animals & Nature	animal-marine	1F40B	whale	
Animals & Nature	animal-marine	1F42C	dolphin	
Animals & Nature	animal-marine	1FACD	orca	
Animals & Nature	animal-marine	1F9AD	seal	
Animals & Nature	animal-marine	1F41F	fish	
Animals & Nature	animal-marine	1F420	tropical fish	
Animals & Nature	animal-marine	1F421	blowfish	
Animals & Nature	animal-marine	1F988	shark	
Animals & Nature	animal-marine	1F419	octopus	
Animals & Nature	animal-marine	1F41A	spiral shell	
Animals & Nature	animal-marine	1FAB8	coral	
Animals & Nature	animal-marine	1FABC	jellyfish	
Animals & Nature	animal-marine	1F980	crab	
Animals & Nature	animal-marine	1F99E	lobster	
Animals & Nature	animal-marine	1F990	shrimp	
Animals & Nature	animal-marine	1F991	squid	
Animals & Nature	animal-marine	1F9AA	oyster	
Animals & Nature	animal-bug	1F40C	snail	
Animals & Nature	animal-bug	1F98B	butterfly	
Animals & Nature	animal-bug	1F41B	bug	
Animals & Nature	animal-bug	1F41C	ant	
Animals & Nature	animal-bug	1F41D	honeybee	
Animals & Nature	animal-bug	1FAB2	beetle	
Animals & Nature	animal-bug	1F41E	lady beetle	
Animals & Nature	animal-bug	1F997	cricket	
Animals & Nature	animal-bug	1FAB3	cockroach	
Animals & Nature	animal-bug	1F577-FE0F	spider	
Animals & Nature	animal-bug	1F578-FE0F	spider web	
Animals & Nature	animal-bug	1F982	scorpion	
Animals & Nature	animal-bug	1F99F	mosquito	
Animals & Nature	animal-bug	1FAB0	fly	
Animals & Nature	animal-bug	1FAB1	worm	
Animals & Nature	animal-bug	1F9A0	microbe	
Animals & Nature	plant-flower	1F490	bouquet	
Animals & Nature	plant-flower	1F338	cherry blossom	
Animals & Nature	plant-flower	1F4AE	white flower	
Animals & Nature	plant-flower	1FAB7	lotus	
Animals & Nature	plant-flower	1F3F5-FE0F	rosette	
Animals & Nature	plant-flower	1F339	rose	
Animals & Nature	plant-flower	1F940	wilted flower	
Animals & Nature	plant-flower	1F33A	hibiscus	
Animals & Nature	plant-flower	1F33B	sunflower	
Animals & Nature	plant-flower	1F33C	blossom	
Animals & Nature	plant-flower	1F337	tulip	
Animals & Nature	plant-flower	1FABB	hyacinth	
Animals & Nature	plant-other	1F331	seedling	
Animals & Nature	plant-other	1FAB4	potted plant	
Animals & Nature	plant-other	1F332	evergreen tree	
Animals & Nature	plant-other	1F333	deciduous tree	
Animals & Nature	plant-other	1F334	palm tree	
Animals & Nature	plant-other	1F335	cactus	
Animals & Nature	plant-other	1F33E	sheaf of rice	
Animals & Nature	plant-other	1F33F	herb	
Animals & Nature	plant-other	2618-FE0F	shamrock	
Animals & Nature	plant-other	1F340	four leaf clover	
Animals & Nature	plant-other	1F341	maple leaf	
Animals & Nature	plant-other	1F342	fallen leaf	
Animals & Nature	plant-other	1F343	leaf fluttering in wind	
Animals & Nature	plant-other	1FAB9	empty nest	
Animals & Nature	plant-other	1FABA	nest with eggs	
Animals & Nature	plant-other	1F344	mushroom	
Animals & Nature	plant-other	1FABE	leafless tree	
Food & Drink	food-fruit	1F347	grapes	
Food & Drink	food-fruit	1F348	melon	
Food & Drink	food-fruit	1F349	watermelon	
Food & Drink	food-fruit	1F34A	tangerine	
Food & Drink	food-fruit	1F34B	lemon	
Food & Drink	food-fruit	1F34B-200D-1F7E9	lime	
Food & Drink	food-fruit	1F34C	banana	
Food & Drink	food-fruit	1F34D	pineapple	
Food & Drink	food-fruit	1F96D	mango	
Food & Drink	food-fruit	1F34E	red apple	
Food & Drink	food-fruit	1F34F	green apple	
Food & Drink	food-fruit	1F350	pear	
Food & Drink	food-fruit	1F351	peach	
Food & Drink	food-fruit	1F352	cherries	
Food & Drink	food-fruit	1F353	strawberry	
Food & Drink	food-fruit	1FAD0	blueberries	
Food & Drink	food-fruit	1F95D	kiwi fruit	
Food & Drink	food-fruit	1F345	tomato	
Food & Drink	food-fruit	1FAD2	olive	
Food & Drink	food-fruit	1F965	coconut	
Food & Drink	food-vegetable	1F951	avocado	
Food & Drink	food-vegetable	1F346	eggplant	
Food & Drink	food-vegetable	1F954	potato	
Food & Drink	food-vegetable	1F955	carrot	
Food & Drink	food-vegetable	1F33D	ear of corn	
Food & Drink	food-vegetable	1F336-FE0F	hot pepper	
Food & Drink	food-vegetable	1FAD1	bell pepper	
Food & Drink	food-vegetable	1F952	cucumber	
Food & Drink	food-vegetable	1F96C	leafy green	
Food & Drink	food-vegetable	1F966	broccoli	
Food & Drink	food-vegetable	1F9C4	garlic	
Food & Drink	food-vegetable	1F9C5	onion	
Food & Drink	food-vegetable	1F95C	peanuts	
Food & Drink	food-vegetable	1FAD8	beans	
Food & Drink	food-vegetable	1F330	chestnut	
Food & Drink	food-vegetable	1FADA	ginger root	
Food & Drink	food-vegetable	1FADB	pea pod	
Food & Drink	food-vegetable	1F344-200D-1F7EB	brown mushroom	
Food & Drink	food-vegetable	1FADC	root vegetable	
Food & Drink	food-prepared	1F35E	bread	
Food & Drink	food-prepared	1F950	croissant	
Food & Drink	food-prepared	1F956	baguette bread	
Food & Drink	food-prepared	1FAD3	flatbread	
Food & Drink	food-prepared	1F968	pretzel	
Food & Drink	food-prepared	1F96F	bagel	
Food & Drink	food-prepared	1F95E	pancakes	
Food & Drink	food-prepared	1F9C7	waffle	
Food & Drink	food-prepared	1F9C0	cheese wedge	
Food & Drink	food-prepared	1F356	meat on bone	
Food & Drink	food-prepared	1F357	poultry leg	
Food & Drink	food-prepared	1F969	cut of meat	
Food & Drink	food-prepared	1F953	bacon	
Food & Drink	food-prepared	1F354	hamburger	
Food & Drink	food-prepared	1F35F	french fries	
Food & Drink	food-prepared	1F355	pizza	
Food & Drink	food-prepared	1F32D	hot dog	
Food & Drink	food-prepared	1F96A	sandwich	
Food & Drink	food-prepared	1F32E	taco	
Food & Drink	food-prepared	1F32F	burrito	
Food & Drink	food-prepared	1FAD4	tamale	
Food & Drink	food-prepared	1F959	stuffed flatbread	
Food & Drink	food-prepared	1F9C6	falafel	
Food & Drink	food-prepared	1F95A	egg	
Food & Drink	food-prepared	1F373	cooking	
Food & Drink	food-prepared	1F958	shallow pan of food	
Food & Drink	food-prepared	1F372	pot of food	
Food & Drink	food-prepared	1FAD5	fondue	
Food & Drink	food-prepared	1F963	bowl with spoon	
Food & Drink	food-prepared	1F957	green salad	
Food & Drink	food-prepared	1F37F	popcorn	
Food & Drink	food-prepared	1F9C8	butter	
Food & Drink	food-prepared	1F9C2	salt	
Food & Drink	food-prepared	1F96B	canned food	
Food & Drink	food-asian	1F371	bento box	
Food & Drink	food-asian	1F358	rice cracker	
Food & Drink	food-asian	1F359	rice ball	
Food & Drink	food-asian	1F35A	cooked rice	
Food & Drink	food-asian	1F35B	curry rice	
Food & Drink	food-asian	1F35C	steaming bowl	
Food & Drink	food-asian	1F35D	spaghetti	
Food & Drink	food-asian	1F360	roasted sweet potato	
Food & Drink	food-asian	1F362	oden	
Food & Drink	food-asian	1F363	sushi	
Food & Drink	food-asian	1F364	fried shrimp	
Food & Drink	food-asian	1F365	fish cake with swirl	
Food & Drink	food-asian	1F96E	moon cake	
Food & Drink	food-asian	1F361	dango	
Food & Drink	food-asian	1F95F	dumpling	
Food & Drink	food-asian	1F960	fortune cookie	
Food & Drink	food-asian	1F961	takeout box	
Food & Drink	food-sweet	1F366	soft ice cream	
Food & Drink	food-sweet	1F367	shaved ice	
Food & Drink	food-sweet	1F368	ice cream	
Food & Drink	food-sweet	1F369	doughnut	
Food & Drink	food-sweet	1F36A	cookie	
Food & Drink	food-sweet	1F382	birthday cake	
Food & Drink	food-sweet	1F370	shortcake	
Food & Drink	food-sweet	1F9C1	cupcake	
Food & Drink	food-sweet	1F967	pie	
Food & Drink	food-sweet	1F36B	chocolate bar	
Food & Drink	food-sweet	1F36C	candy	
Food & Drink	food-sweet	1F36D	lollipop	
Food & Drink	food-sweet	1F36E	custard	
Food & Drink	food-sweet	1F36F	honey pot	
Food & Drink	drink	1F37C	baby bottle	
Food & Drink	drink	1F95B	glass of milk	
Food & Drink	drink	2615	hot beverage	
Food & Drink	drink	1FAD6	teapot	
Food & Drink	drink	1F375	teacup without handle	
Food & Drink	drink	1F376	sake	
Food & Drink	drink	1F37E	bottle with popping cork	
Food & Drink	drink	1F377	wine glass	
Food & Drink	drink	1F378	cocktail glass	
Food & Drink	drink	1F379	tropical drink	
Food & Drink	drink	1F37A	beer mug	
Food & Drink	drink	1F37B	clinking beer mugs	
Food & Drink	drink	1F942	clinking glasses	
Food & Drink	drink	1F943	tumbler glass	
Food & Drink	drink	1FAD7	pouring liquid	
Food & Drink	drink	1F964	cup with straw	
Food & Drink	drink	1F9CB	bubble tea	
Food & Drink	drink	1F9C3	beverage box	
Food & Drink	drink	1F9C9	mate	
Food & Drink	drink	1F9CA	ice	
Food & Drink	dishware	1F962	chopsticks	
Food & Drink	dishware	1F37D-FE0F	fork and knife with plate	
Food & Drink	dishware	1F374	fork and knife	
Food & Drink	dishware	1F944	spoon	
Food & Drink	dishware	1F52A	kitchen knife	
Food & Drink	dishware	1FAD9	jar	
Food & Drink	dishware	1F3FA	amphora	
Travel & Places	place-map	1F30D	globe showing Europe-Africa	
Travel & Places	place-map	1F30E	globe showing Americas	
Travel & Places	place-map	1F30F	globe showing Asia-Australia	
Travel & Places	place-map	1F310	globe with meridians	
Travel & Places	place-map	1F5FA-FE0F	world map	
Travel & Places	place-map	1F5FE	map of Japan	
Travel & Places	place-map	1F9ED	compass	
Travel & Places	place-geographic	1F3D4-FE0F	snow-capped mountain	
Travel & Places	place-geographic	26F0-FE0F	mountain	
Travel & Places	place-geographic	1F6D8	landslide	
Travel & Places	place-geographic	1F30B	volcano	
Travel & Places	place-geographic	1F5FB	mount fuji	
Travel & Places	place-geographic	1F3D5-FE0F	camping	
Travel & Places	place-geographic	1F3D6-FE0F	beach with umbrella	
Travel & Places	place-geographic	1F3DC-FE0F	desert	
Travel & Places	place-geographic	1F3DD-FE0F	desert island	
Travel & Places	place-geographic	1F3DE-FE0F	national park	
Travel & Places	place-building	1F3DF-FE0F	stadium	
Travel & Places	place-building	1F3DB-FE0F	classical building	
Travel & Places	place-building	1F3D7-FE0F	building construction	
Travel & Places	place-building	1F9F1	brick	
Travel & Places	place-building	1FAA8	rock	
Travel & Places	place-building	1FAB5	wood	
Travel & Places	place-building	1F6D6	hut	
Travel & Places	place-building	1F3D8-FE0F	houses	
Travel & Places	place-building	1F3DA-FE0F	derelict house	
Travel & Places	place-building	1F3E0	house	
Travel & Places	place-building	1F3E1	house with garden	
Travel & Places	place-building	1F3E2	office building	
Travel & Places	place-building	1F3E3	Japanese post office	
Travel & Places	place-building	1F3E4	post office	
Travel & Places	place-building	1F3E5	hospital	
Travel & Places	place-building	1F3E6	bank	
Travel & Places	place-building	1F3E8	hotel	
Travel & Places	place-building	1F3E9	love hotel	
Travel & Places	place-building	1F3EA	convenience store	
Travel & Places	place-building	1F3EB	school	
Travel & Places	place-building	1F3EC	department store	
Travel & Places	place-building	1F3ED	factory	
Travel & Places	place-building	1F3EF	Japanese castle	
Travel & Places	place-building	1F3F0	castle	
Travel & Places	place-building	1F492	wedding	
Travel & Places	place-building	1F5FC	Tokyo tower	
Travel & Places	place-building	1F5FD	Statue of Liberty	
Travel & Places	place-religious	26EA	church	
Travel & Places	place-religious	1F54C	mosque	
Travel & Places	place-religious	1F6D5	hindu temple	
Travel & Places	place-religious	1F54D	synagogue	
Travel & Places	place-religious	26E9-FE0F	shinto shrine	
Travel & Places	place-religious	1F54B	kaaba	
Travel & Places	place-other	26F2	fountain	
Travel & Places	place-other	26FA	tent	
Travel & Places	place-other	1F301	foggy	
Travel & Places	place-other	1F303	night with stars	
Travel & Places	place-other	1F3D9-FE0F	cityscape	
Travel & Places	place-other	1F304	sunrise over mountains	
Travel & Places	place-other	1F305	sunrise	
Travel & Places	place-other	1F306	cityscape at dusk	
Travel & Places	place-other	1F307	sunset	
Travel & Places	place-other	1F309	bridge at night	
Travel & Places	place-other	2668-FE0F	hot springs	
Travel & Places	place-other	1F3A0	carousel horse	
Travel & Places	place-other	1F6DD	playground slide	
Travel & Places	place-other	1F3A1	ferris wheel	
Travel & Places	place-other	1F3A2	roller coaster	
Travel & Places	place-other	1F488	barber pole	
Travel & Places	place-other	1F3AA	circus tent	
Travel & Places	transport-ground	1F682	locomotive	
Travel & Places	transport-ground	1F683	railway car	
Travel & Places	transport-ground	1F684	high-speed train	
Travel & Places	transport-ground	1F685	bullet train	
Travel & Places	transport-ground	1F686	train	
Travel & Places	transport-ground	1F687	metro	
Travel & Places	transport-ground	1F688	light rail	
Travel & Places	transport-ground	1F689	station	
Travel & Places	transport-ground	1F68A	tram	
Travel & Places	transport-ground	1F69D	monorail	
Travel & Places	transport-ground	1F69E	mountain railway	
Travel & Places	transport-ground	1F68B	tram car	
Travel & Places	transport-ground	1F68C	bus	
Travel & Places	transport-ground	1F68D	oncoming bus	
Travel & Places	transport-ground	1F68E	trolleybus	
Travel & Places	transport-ground	1F690	minibus	
Travel & Places	transport-ground	1F691	ambulance	
Travel & Places	transport-ground	1F692	fire engine	
Travel & Places	transport-ground	1F693	police car	
Travel & Places	transport-ground	1F694	oncoming police car	
Travel & Places	transport-ground	1F695	taxi	
Travel & Places	transport-ground	1F696	oncoming taxi	
Travel & Places	transport-ground	1F697	automobile	
Travel & Places	transport-ground	1F698	oncoming automobile	
Travel & Places	transport-ground	1F699	sport utility vehicle	
Travel & Places	transport-ground	1F6FB	pickup truck	
Travel & Places	transport-ground	1F69A	delivery truck	
Travel & Places	transport-ground	1F69B	articulated lorry	
Travel & Places	transport-ground	1F69C	tractor	
Travel & Places	transport-ground	1F3CE-FE0F	racing car	
Travel & Places	transport-ground	1F3CD-FE0F	motorcycle	
Travel & Places	transport-ground	1F6F5	motor scooter	
Travel & Places	transport-ground	1F9BD	manual wheelchair	
Travel & Places	transport-ground	1F9BC	motorized wheelchair	
Travel & Places	transport-ground	1F6FA	auto rickshaw	
Travel & Places	transport-ground	1F6B2	bicycle	
Travel & Places	transport-ground	1F6F4	kick scooter	
Travel & Places	transport-ground	1F6F9	skateboard	
Travel & Places	transport-ground	1F6FC	roller skate	
Travel & Places	transport-ground	1F68F	bus stop	
Travel & Places	transport-ground	1F6E3-FE0F	motorway	
Travel & Places	transport-ground	1F6E4-FE0F	railway track	
Travel & Places	transport-ground	1F6E2-FE0F	oil drum	
Travel & Places	transport-ground	26FD	fuel pump	
Travel & Places	transport-ground	1F6DE	wheel	
Travel & Places	transport-ground	1F6A8	police car light	
Travel & Places	transport-ground	1F6A5	horizontal traffic light	
Travel & Places	transport-ground	1F6A6	vertical traffic light	
Travel & Places	transport-ground	1F6D1	stop sign	
Travel & Places	transport-ground	1F6A7	construction	
Travel & Places	transport-water	2693	anchor	
Travel & Places	transport-water	1F6DF	ring buoy	
Travel & Places	transport-water	26F5	sailboat	
Travel & Places	transport-water	1F6F6	canoe	
Travel & Places	transport-water	1F6A4	speedboat	
Travel & Places	transport-water	1F6F3-FE0F	passenger ship	
Travel & Places	transport-water	26F4-FE0F	ferry	
Travel & Places	transport-water	1F6E5-FE0F	motor boat	
Travel & Places	transport-water	1F6A2	ship	
Travel & Places	transport-air	2708-FE0F	airplane	
Travel & Places	transport-air	1F6E9-FE0F	small airplane	
Travel & Places	transport-air	1F6EB	airplane departure	
Travel & Places	transport-air	1F6EC	airplane arrival	
Travel & Places	transport-air	1FA82	parachute	
Travel & Places	transport-air	1F4BA	seat	
Travel & Places	transport-air	1F681	helicopter	
Travel & Places	transport-air	1F69F	suspension railway	
Travel & Places	transport-air	1F6A0	mountain cableway	
Travel & Places	transport-air	1F6A1	aerial tramway	
Travel & Places	transport-air	1F6F0-FE0F	satellite	
Travel & Places	transport-air	1F680	rocket	
Travel & Places	transport-air	1F6F8	flying saucer	
Travel & Places	hotel	1F6CE-FE0F	bellhop bell	
Travel & Places	hotel	1F9F3	luggage	
Travel & Places	time	231B	hourglass done	
Travel & Places	time	23F3	hourglass not done	
Travel & Places	time	231A	watch	
Travel & Places	time	23F0	alarm clock	
Travel & Places	time	23F1-FE0F	stopwatch	
Travel & Places	time	23F2-FE0F	timer clock	
Travel & Places	time	1F570-FE0F	mantelpiece clock	
Travel & Places	time	1F55B	twelve o’clock	
Travel & Places	time	1F567	twelve-thirty	
Travel & Places	time	1F550	one o’clock	
Travel & Places	time	1F55C	one-thirty	
Travel & Places	time	1F551	two o’clock	
Travel & Places	time	1F55D	two-thirty	
Travel & Places	time	1F552	three o’clock	
Travel & Places	time	1F55E	three-thirty	
Travel & Places	time	1F553	four o’clock	
Travel & Places	time	1F55F	four-thirty	
Travel & Places	time	1F554	five o’clock	
Travel & Places	time	1F560	five-thirty	
Travel & Places	time	1F555	six o’clock	
Travel & Places	time	1F561	six-thirty	
Travel & Places	time	1F556	seven o’clock	
Travel & Places	time	1F562	seven-thirty	
Travel & Places	time	1F557	eight o’clock	
Travel & Places	time	1F563	eight-thirty	
Travel & Places	time	1F558	nine o’clock	
Travel & Places	time	1F564	nine-thirty	
Travel & Places	time	1F559	ten o’clock	
Travel & Places	time	1F565	ten-thirty	
Travel & Places	time	1F55A	eleven o’clock	
Travel & Places	time	1F566	eleven-thirty	
