# Generated by regen.py from Unicode emoji-test.txt, version 17.0.
# © Unicode, Inc. — https://www.unicode.org/terms_of_use.html
# group	subgroup	codepoints	name	tone variants (light..dark)
Travel & Places	sky & weather	1F311	new moon	
Travel & Places	sky & weather	1F312	waxing crescent moon	
Travel & Places	sky & weather	1F313	first quarter moon	
Travel & Places	sky & weather	1F314	waxing gibbous moon	
Travel & Places	sky & weather	1F315	full moon	
Travel & Places	sky & weather	1F316	waning gibbous moon	
Travel & Places	sky & weather	1F317	last quarter moon	
Travel & Places	sky & weather	1F318	waning crescent moon	
Travel & Places	sky & weather	1F319	crescent moon	
Travel & Places	sky & weather	1F31A	new moon face	
Travel & Places	sky & weather	1F31B	first quarter moon face	
Travel & Places	sky & weather	1F31C	last quarter moon face	
Travel & Places	sky & weather	1F321-FE0F	thermometer	
Travel & Places	sky & weather	2600-FE0F	sun	
Travel & Places	sky & weather	1F31D	full moon face	
Travel & Places	sky & weather	1F31E	sun with face	
Travel & Places	sky & weather	1FA90	ringed planet	
Travel & Places	sky & weather	2B50	star	
Travel & Places	sky & weather	1F31F	glowing star	
Travel & Places	sky & weather	1F320	shooting star	
Travel & Places	sky & weather	1F30C	milky way	
Travel & Places	sky & weather	2601-FE0F	cloud	
Travel & Places	sky & weather	26C5	sun behind cloud	
Travel & Places	sky & weather	26C8-FE0F	cloud with lightning and rain	
Travel & Places	sky & weather	1F324-FE0F	sun behind small cloud	
Travel & Places	sky & weather	1F325-FE0F	sun behind large cloud	
Travel & Places	sky & weather	1F326-FE0F	sun behind rain cloud	
Travel & Places	sky & weather	1F327-FE0F	cloud with rain	
Travel & Places	sky & weather	1F328-FE0F	cloud with snow	
Travel & Places	sky & weather	1F329-FE0F	cloud with lightning	
Travel & Places	sky & weather	1F32A-FE0F	tornado	
Travel & Places	sky & weather	1F32B-FE0F	fog	
Travel & Places	sky & weather	1F32C-FE0F	wind face	
Travel & Places	sky & weather	1F300	cyclone	
Travel & Places	sky & weather	1F308	rainbow	
Travel & Places	sky & weather	1F302	closed umbrella	
Travel & Places	sky & weather	2602-FE0F	umbrella	
Travel & Places	sky & weather	2614	umbrella with rain drops	
Travel & Places	sky & weather	26F1-FE0F	umbrella on ground	
Travel & Places	sky & weather	26A1	high voltage	
Travel & Places	sky & weather	2744-FE0F	snowflake	
Travel & Places	sky & weather	2603-FE0F	snowman	
Travel & Places	sky & weather	26C4	snowman without snow	
Travel & Places	sky & weather	2604-FE0F	comet	
Travel & Places	sky & weather	1F525	fire	
Travel & Places	sky & weather	1F4A7	droplet	
Travel & Places	sky & weather	1F30A	water wave	
Activities	event	1F383	jack-o-lantern	
Activities	event	1F384	Christmas tree	
Activities	event	1F386	fireworks	
Activities	event	1F387	sparkler	
Activities	event	1F9E8	firecracker	
Activities	event	2728	sparkles	
Activities	event	1F388	balloon	
Activities	event	1F389	party popper	
Activities	event	1F38A	confetti ball	
Activities	event	1F38B	tanabata tree	
Activities	event	1F38D	pine decoration	
Activities	event	1F38E	Japanese dolls	
Activities	event	1F38F	carp streamer	
Activities	event	1F390	wind chime	
Activities	event	1F391	moon viewing ceremony	
Activities	event	1F9E7	red envelope	
Activities	event	1F380	ribbon	
Activities	event	1F381	wrapped gift	
Activities	event	1F397-FE0F	reminder ribbon	
Activities	event	1F39F-FE0F	admission tickets	
Activities	event	1F3AB	ticket	
Activities	award-medal	1F396-FE0F	military medal	
Activities	award-medal	1F3C6	trophy	
Activities	award-medal	1F3C5	sports medal	
Activities	award-medal	1F947	1st place medal	
Activities	award-medal	1F948	2nd place medal	
Activities	award-medal	1F949	3rd place medal	
Activities	sport	26BD	soccer ball	
Activities	sport	26BE	baseball	
Activities	sport	1F94E	softball	
Activities	sport	1F3C0	basketball	
Activities	sport	1F3D0	volleyball	
Activities	sport	1F3C8	american football	
Activities	sport	1F3C9	rugby football	
Activities	sport	1F3BE	tennis	
Activities	sport	1F94F	flying disc	
Activities	sport	1F3B3	bowling	
Activities	sport	1F3CF	cricket game	
Activities	sport	1F3D1	field hockey	
Activities	sport	1F3D2	ice hockey	
Activities	sport	1F94D	lacrosse	
Activities	sport	1F3D3	ping pong	
Activities	sport	1F3F8	badminton	
Activities	sport	1F94A	boxing glove	
Activities	sport	1F94B	martial arts uniform	
Activities	sport	1F945	goal net	
Activities	sport	26F3	flag in hole	
Activities	sport	26F8-FE0F	ice skate	
Activities	sport	1F3A3	fishing pole	
Activities	sport	1F93F	diving mask	
Activities	sport	1F3BD	running shirt	
Activities	sport	1F3BF	skis	
Activities	sport	1F6F7	sled	
Activities	sport	1F94C	curling stone	
Activities	game	1F3AF	bullseye	
Activities	game	1FA80	yo-yo	
Activities	game	1FA81	kite	
Activities	game	1F52B	water pistol	
Activities	game	1F3B1	pool 8 ball	
Activities	game	1F52E	crystal ball	
Activities	game	1FA84	magic wand	
Activities	game	1F3AE	video game	
Activities	game	1F579-FE0F	joystick	
Activities	game	1F3B0	slot machine	
Activities	game	1F3B2	game die	
Activities	game	1F9E9	puzzle piece	
Activities	game	1F9F8	teddy bear	
Activities	game	1FA85	piñata	
Activities	game	1FAA9	mirror ball	
Activities	game	1FA86	nesting dolls	
Activities	game	2660-FE0F	spade suit	
Activities	game	2665-FE0F	heart suit	
Activities	game	2666-FE0F	diamond suit	
Activities	game	2663-FE0F	club suit	
Activities	game	265F-FE0F	chess pawn	
Activities	game	1F0CF	joker	
Activities	game	1F004	mahjong red dragon	
Activities	game	1F3B4	flower playing cards	
Activities	arts & crafts	1F3AD	performing arts	
Activities	arts & crafts	1F5BC-FE0F	framed picture	
Activities	arts & crafts	1F3A8	artist palette	
Activities	arts & crafts	1F9F5	thread	
Activities	arts & crafts	1FAA1	sewing needle	
Activities	arts & crafts	1F9F6	yarn	
Activities	arts & crafts	1FAA2	knot	
Objects	clothing	1F453	glasses	
Objects	clothing	1F576-FE0F	sunglasses	
Objects	clothing	1F97D	goggles	
Objects	clothing	1F97C	lab coat	
Objects	clothing	1F9BA	safety vest	
Objects	clothing	1F454	necktie	
Objects	clothing	1F455	t-shirt	
Objects	clothing	1F456	jeans	
Objects	clothing	1F9E3	scarf	
Objects	clothing	1F9E4	gloves	
Objects	clothing	1F9E5	coat	
Objects	clothing	1F9E6	socks	
Objects	clothing	1F457	dress	
Objects	clothing	1F458	kimono	
Objects	clothing	1F97B	sari	
Objects	clothing	1FA71	one-piece swimsuit	
Objects	clothing	1FA72	briefs	
Objects	clothing	1FA73	shorts	
Objects	clothing	1F459	bikini	
Objects	clothing	1F45A	woman’s clothes	
Objects	clothing	1FAAD	folding hand fan	
Objects	clothing	1F45B	purse	
Objects	clothing	1F45C	handbag	
Objects	clothing	1F45D	clutch bag	
Objects	clothing	1F6CD-FE0F	shopping bags	
Objects	clothing	1F392	backpack	
Objects	clothing	1FA74	thong sandal	
Objects	clothing	1F45E	man’s shoe	
Objects	clothing	1F45F	running shoe	
Objects	clothing	1F97E	hiking boot	
Objects	clothing	1F97F	flat shoe	
Objects	clothing	1F460	high-heeled shoe	
Objects	clothing	1F461	woman’s sandal	
Objects	clothing	1FA70	ballet shoes	
Objects	clothing	1F462	woman’s boot	
Objects	clothing	1FAAE	hair pick	
Objects	clothing	1F451	crown	
Objects	clothing	1F452	woman’s hat	
Objects	clothing	1F3A9	top hat	
Objects	clothing	1F393	graduation cap	
Objects	clothing	1F9E2	billed cap	
Objects	clothing	1FA96	military helmet	
Objects	clothing	26D1-FE0F	rescue worker’s helmet	
Objects	clothing	1F4FF	prayer beads	
Objects	clothing	1F484	lipstick	
Objects	clothing	1F48D	ring	
Objects	clothing	1F48E	gem stone	
Objects	sound	1F507	muted speaker	
Objects	sound	1F508	speaker low volume	
Objects	sound	1F509	speaker medium volume	
Objects	sound	1F50A	speaker high volume	
Objects	sound	1F4E2	loudspeaker	
Objects	sound	1F4E3	megaphone	
Objects	sound	1F4EF	postal horn	
Objects	sound	1F514	bell	
Objects	sound	1F515	bell with slash	
Objects	music	1F3BC	musical score	
Objects	music	1F3B5	musical note	
Objects	music	1F3B6	musical notes	
Objects	music	1F399-FE0F	studio microphone	
Objects	music	1F39A-FE0F	level slider	
Objects	music	1F39B-FE0F	control knobs	
Objects	music	1F3A4	microphone	
Objects	music	1F3A7	headphone	
Objects	music	1F4FB	radio	
Objects	musical-instrument	1F3B7	saxophone	
Objects	musical-instrument	1F3BA	trumpet	
Objects	musical-instrument	1FA8A	trombone	
Objects	musical-instrument	1FA97	accordion	
Objects	musical-instrument	1F3B8	guitar	
Objects	musical-instrument	1F3B9	musical keyboard	
Objects	musical-instrument	1F3BB	violin	
Objects	musical-instrument	1FA95	banjo	
Objects	musical-instrument	1F941	drum	
Objects	musical-instrument	1FA98	long drum	
Objects	musical-instrument	1FA87	maracas	
Objects	musical-instrument	1FA88	flute	
Objects	musical-instrument	1FA89	harp	
Objects	phone	1F4F1	mobile phone	
Objects	phone	1F4F2	mobile phone with arrow	
Objects	phone	260E-FE0F	telephone	
Objects	phone	1F4DE	telephone receiver	
Objects	phone	1F4DF	pager	
Objects	phone	1F4E0	fax machine	
Objects	computer	1F50B	battery	
Objects	computer	1FAAB	low battery	
Objects	computer	1F50C	electric plug	
Objects	computer	1F4BB	laptop	
Objects	computer	1F5A5-FE0F	desktop computer	
Objects	computer	1F5A8-FE0F	printer	
Objects	computer	2328-FE0F	keyboard	
Objects	computer	1F5B1-FE0F	computer mouse	
Objects	computer	1F5B2-FE0F	trackball	
Objects	computer	1F4BD	computer disk	
Objects	computer	1F4BE	floppy disk	
Objects	computer	1F4BF	optical disk	
Objects	computer	1F4C0	dvd	
Objects	computer	1F9EE	abacus	
Objects	light & video	1F3A5	movie camera	
Objects	light & video	1F39E-FE0F	film frames	
Objects	light & video	1F4FD-FE0F	film projector	
Objects	light & video	1F3AC	clapper board	
Objects	light & video	1F4FA	television	
Objects	light & video	1F4F7	camera	
Objects	light & video	1F4F8	camera with flash	
Objects	light & video	1F4F9	video camera	
Objects	light & video	1F4FC	videocassette	
Objects	light & video	1F50D	magnifying glass tilted left	
Objects	light & video	1F50E	magnifying glass tilted right	
Objects	light & video	1F56F-FE0F	candle	
Objects	light & video	1F4A1	light bulb	
Objects	light & video	1F526	flashlight	
Objects	light & video	1F3EE	red paper lantern	
Objects	light & video	1FA94	diya lamp	
Objects	book-paper	1F4D4	notebook with decorative cover	
Objects	book-paper	1F4D5	closed book	
Objects	book-paper	1F4D6	open book	
Objects	book-paper	1F4D7	green book	
Objects	book-paper	1F4D8	blue book	
Objects	book-paper	1F4D9	orange book	
Objects	book-paper	1F4DA	books	
Objects	book-paper	1F4D3	notebook	
Objects	book-paper	1F4D2	ledger	
Objects	book-paper	1F4C3	page with curl	
Objects	book-paper	1F4DC	scroll	
Objects	book-paper	1F4C4	page facing up	
Objects	book-paper	1F4F0	newspaper	
Objects	book-paper	1F5DE-FE0F	rolled-up newspaper	
Objects	book-paper	1F4D1	bookmark tabs	
Objects	book-paper	1F516	bookmark	
Objects	book-paper	1F3F7-FE0F	label	
Objects	money	1FA99	coin	
Objects	money	1F4B0	money bag	
Objects	money	1FA8E	treasure chest	
Objects	money	1F4B4	yen banknote	
Objects	money	1F4B5	dollar banknote	
Objects	money	1F4B6	euro banknote	
Objects	money	1F4B7	pound banknote	
Objects	money	1F4B8	money with wings	
Objects	money	1F4B3	credit card	
Objects	money	1F9FE	receipt	
Objects	money	1F4B9	chart increasing with yen	
Objects	mail	2709-FE0F	envelope	
Objects	mail	1F4E7	e-mail	
Objects	mail	1F4E8	incoming envelope	
Objects	mail	1F4E9	envelope with arrow	
Objects	mail	1F4E4	outbox tray	
Objects	mail	1F4E5	inbox tray	
Objects	mail	1F4E6	package	
Objects	mail	1F4EB	closed mailbox with raised flag	
Objects	mail	1F4EA	closed mailbox with lowered flag	
Objects	mail	1F4EC	open mailbox with raised flag	
Objects	mail	1F4ED	open mailbox with lowered flag	
Objects	mail	1F4EE	postbox	
Objects	mail	1F5F3-FE0F	ballot box with ballot	
Objects	writing	270F-FE0F	pencil	
Objects	writing	2712-FE0F	black nib	
Objects	writing	1F58B-FE0F	fountain pen	
Objects	writing	1F58A-FE0F	pen	
Objects	writing	1F58C-FE0F	paintbrush	
Objects	writing	1F58D-FE0F	crayon	
Objects	writing	1F4DD	memo	
Objects	office	1F4BC	briefcase	
Objects	office	1F4C1	file folder	
Objects	office	1F4C2	open file folder	
Objects	office	1F5C2-FE0F	card index dividers	
Objects	office	1F4C5	calendar	
Objects	office	1F4C6	tear-off calendar	
Objects	office	1F5D2-FE0F	spiral notepad	
Objects	office	1F5D3-FE0F	spiral calendar	
Objects	office	1F4C7	card index	
Objects	office	1F4C8	chart increasing	
Objects	office	1F4C9	chart decreasing	
Objects	office	1F4CA	bar chart	
Objects	office	1F4CB	clipboard	
Objects	office	1F4CC	pushpin	
Objects	office	1F4CD	round pushpin	
Objects	office	1F4CE	paperclip	
Objects	office	1F587-FE0F	linked paperclips	
Objects	office	1F4CF	straight ruler	
Objects	office	1F4D0	triangular ruler	
Objects	office	2702-FE0F	scissors	
Objects	office	1F5C3-FE0F	card file box	
Objects	office	1F5C4-FE0F	file cabinet	
Objects	office	1F5D1-FE0F	wastebasket	
Objects	lock	1F512	locked	
Objects	lock	1F513	unlocked	
Objects	lock	1F50F	locked with pen	
Objects	lock	1F510	locked with key	
Objects	lock	1F511	key	
Objects	lock	1F5DD-FE0F	old key	
Objects	tool	1F528	hammer	
Objects	tool	1FA93	axe	
Objects	tool	26CF-FE0F	pick	
Objects	tool	2692-FE0F	hammer and pick	
Objects	tool	1F6E0-FE0F	hammer and wrench	
Objects	tool	1F5E1-FE0F	dagger	
Objects	tool	2694-FE0F	crossed swords	
Objects	tool	1F4A3	bomb	
Objects	tool	1FA83	boomerang	
Objects	tool	1F3F9	bow and arrow	
Objects	tool	1F6E1-FE0F	shield	
Objects	tool	1FA9A	carpentry saw	
Objects	tool	1F527	wrench	
Objects	tool	1FA9B	screwdriver	
Objects	tool	1F529	nut and bolt	
Objects	tool	2699-FE0F	gear	
Objects	tool	1F5DC-FE0F	clamp	
Objects	tool	2696-FE0F	balance scale	
Objects	tool	1F9AF	white cane	
Objects	tool	1F517	link	
Objects	tool	26D3-FE0F-200D-1F4A5	broken chain	
Objects	tool	26D3-FE0F	chains	
Objects	tool	1FA9D	hook	
Objects	tool	1F9F0	toolbox	
Objects	tool	1F9F2	magnet	
Objects	tool	1FA9C	ladder	
Objects	tool	1FA8F	shovel	
Objects	science	2697-FE0F	alembic	
Objects	science	1F9EA	test tube	
Objects	science	1F9EB	petri dish	
Objects	science	1F9EC	dna	
Objects	science	1F52C	microscope	
Objects	science	1F52D	telescope	
Objects	science	1F4E1	satellite antenna	
Objects	medical	1F489	syringe	
Objects	medical	1FA78	drop of blood	
Objects	medical	1F48A	pill	
Objects	medical	1FA79	adhesive bandage	
Objects	medical	1FA7C	crutch	
Objects	medical	1FA7A	stethoscope	
Objects	medical	1FA7B	x-ray	
Objects	household	1F6AA	door	
Objects	household	1F6D7	elevator	
Objects	household	1FA9E	mirror	
Objects	household	1FA9F	window	
Objects	household	1F6CF-FE0F	bed	
Objects	household	1F6CB-FE0F	couch and lamp	
Objects	household	1FA91	chair	
Objects	household	1F6BD	toilet	
Objects	household	1FAA0	plunger	
Objects	household	1F6BF	shower	
Objects	household	1F6C1	bathtub	
Objects	household	1FAA4	mouse trap	
Objects	household	1FA92	razor	
Objects	household	1F9F4	lotion bottle	
Objects	household	1F9F7	safety pin	
Objects	household	1F9F9	broom	
Objects	household	1F9FA	basket	
Objects	household	1F9FB	roll of paper	
Objects	household	1FAA3	bucket	
Objects	household	1F9FC	soap	
Objects	household	1FAE7	bubbles	
Objects	household	1FAA5	toothbrush	
Objects	household	1F9FD	sponge	
Objects	household	1F9EF	fire extinguisher	
Objects	household	1F6D2	shopping cart	
Objects	other-object	1F6AC	cigarette	
Objects	other-object	26B0-FE0F	coffin	
Objects	other-object	1FAA6	headstone	
Objects	other-object	26B1-FE0F	funeral urn	
Objects	other-object	1F9FF	nazar amulet	
Objects	other-object	1FAAC	hamsa	
Objects	other-object	1F5FF	moai	
Objects	other-object	1FAA7	placard	
Objects	other-object	1FAAA	identification card	
Symbols	transport-sign	1F3E7	ATM sign	
Symbols	transport-sign	1F6AE	litter in bin sign	
Symbols	transport-sign	1F6B0	potable water	
Symbols	transport-sign	267F	wheelchair symbol	
Symbols	transport-sign	1F6B9	men’s room	
Symbols	transport-sign	1F6BA	women’s room	
Symbols	transport-sign	1F6BB	restroom	
Symbols	transport-sign	1F6BC	baby symbol	
Symbols	transport-sign	1F6BE	water closet	
Symbols	transport-sign	1F6C2	passport control	
Symbols	transport-sign	1F6C3	customs	
Symbols	transport-sign	1F6C4	baggage claim	
Symbols	transport-sign	1F6C5	left luggage	
Symbols	warning	26A0-FE0F	warning	
Symbols	warning	1F6B8	children crossing	
Symbols	warning	26D4	no entry	
Symbols	warning	1F6AB	prohibited	
Symbols	warning	1F6B3	no bicycles	
Symbols	warning	1F6AD	no smoking	
Symbols	warning	1F6AF	no littering	
Symbols	warning	1F6B1	non-potable water	
Symbols	warning	1F6B7	no pedestrians	
Symbols	warning	1F4F5	no mobile phones	
Symbols	warning	1F51E	no one under eighteen	
Symbols	warning	2622-FE0F	radioactive	
Symbols	warning	2623-FE0F	biohazard	
Symbols	arrow	2B06-FE0F	up arrow	
Symbols	arrow	2197-FE0F	up-right arrow	
Symbols	arrow	27A1-FE0F	right arrow	
Symbols	arrow	2198-FE0F	down-right arrow	
Symbols	arrow	2B07-FE0F	down arrow	
Symbols	arrow	2199-FE0F	down-left arrow	
Symbols	arrow	2B05-FE0F	left arrow	
Symbols	arrow	2196-FE0F	up-left arrow	
Symbols	arrow	2195-FE0F	up-down arrow	
Symbols	arrow	2194-FE0F	left-right arrow	
Symbols	arrow	21A9-FE0F	right arrow curving left	
Symbols	arrow	21AA-FE0F	left arrow curving right	
Symbols	arrow	2934-FE0F	right arrow curving up	
Symbols	arrow	2935-FE0F	right arrow curving down	
Symbols	arrow	1F503	clockwise vertical arrows	
Symbols	arrow	1F504	counterclockwise arrows button	
Symbols	arrow	1F519	BACK arrow	
Symbols	arrow	1F51A	END arrow	
Symbols	arrow	1F51B	ON! arrow	
Symbols	arrow	1F51C	SOON arrow	
Symbols	arrow	1F51D	TOP arrow	
Symbols	religion	1F6D0	place of worship	
Symbols	religion	269B-FE0F	atom symbol	
Symbols	religion	1F549-FE0F	om	
Symbols	religion	2721-FE0F	star of David	
Symbols	religion	2638-FE0F	wheel of dharma	
Symbols	religion	262F-FE0F	yin yang	
Symbols	religion	271D-FE0F	latin cross	
Symbols	religion	2626-FE0F	orthodox cross	
Symbols	religion	262A-FE0F	star and crescent	
Symbols	religion	262E-FE0F	peace symbol	
Symbols	religion	1F54E	menorah	
Symbols	religion	1F52F	dotted six-pointed star	
Symbols	religion	1FAAF	khanda	
Symbols	zodiac	2648	Aries	
Symbols	zodiac	2649	Taurus	
Symbols	zodiac	264A	Gemini	
Symbols	zodiac	264B	Cancer	
Symbols	zodiac	264C	Leo	
Symbols	zodiac	264D	Virgo	
Symbols	zodiac	264E	Libra	
Symbols	zodiac	264F	Scorpio	
Symbols	zodiac	2650	Sagittarius	
Symbols	zodiac	2651	Capricorn	
Symbols	zodiac	2652	Aquarius	
Symbols	zodiac	2653	Pisces	
Symbols	zodiac	26CE	Ophiuchus	
Symbols	av-symbol	1F500	shuffle tracks button	
Symbols	av-symbol	1F501	repeat button	
Symbols	av-symbol	1F502	repeat single button	
Symbols	av-symbol	25B6-FE0F	play button	
Symbols	av-symbol	23E9	fast-forward button	
Symbols	av-symbol	23ED-FE0F	next track button	
Symbols	av-symbol	23EF-FE0F	play or pause button	
Symbols	av-symbol	25C0-FE0F	reverse button	
Symbols	av-symbol	23EA	fast reverse button	
Symbols	av-symbol	23EE-FE0F	last track button	
Symbols	av-symbol	1F53C	upwards button	
Symbols	av-symbol	23EB	fast up button	
Symbols	av-symbol	1F53D	downwards button	
Symbols	av-symbol	23EC	fast down button	
Symbols	av-symbol	23F8-FE0F	pause button	
Symbols	av-symbol	23F9-FE0F	stop button	
Symbols	av-symbol	23FA-FE0F	record button	
Symbols	av-symbol	23CF-FE0F	eject button	
Symbols	av-symbol	1F3A6	cinema	
Symbols	av-symbol	1F505	dim button	
Symbols	av-symbol	1F506	bright button	
Symbols	av-symbol	1F4F6	antenna bars	
Symbols	av-symbol	1F6DC	wireless	
Symbols	av-symbol	1F4F3	vibration mode	
Symbols	av-symbol	1F4F4	mobile phone off	
Symbols	gender	2640-FE0F	female sign	
Symbols	gender	2642-FE0F	male sign	
Symbols	gender	26A7-FE0F	transgender symbol	
Symbols	math	2716-FE0F	multiply	
Symbols	math	2795	plus	
Symbols	math	2796	minus	
Symbols	math	2797	divide	
Symbols	math	1F7F0	heavy equals sign	
Symbols	math	267E-FE0F	infinity	
Symbols	punctuation	203C-FE0F	double exclamation mark	
Symbols	punctuation	2049-FE0F	exclamation question mark	
Symbols	punctuation	2753	red question mark	
Symbols	punctuation	2754	white question mark	
Symbols	punctuation	2755	white exclamation mark	
Symbols	punctuation	2757	red exclamation mark	
Symbols	punctuation	3030-FE0F	wavy dash	
Symbols	currency	1F4B1	currency exchange	
Symbols	currency	1F4B2	heavy dollar sign	
Symbols	other-symbol	2695-FE0F	medical symbol	
Symbols	other-symbol	267B-FE0F	recycling symbol	
Symbols	other-symbol	269C-FE0F	fleur-de-lis	
Symbols	other-symbol	1F531	trident emblem	
Symbols	other-symbol	1F4DB	name badge	
Symbols	other-symbol	1F530	Japanese symbol for beginner	
Symbols	other-symbol	2B55	hollow red circle	
Symbols	other-symbol	2705	check mark button	
Symbols	other-symbol	2611-FE0F	check box with check	
Symbols	other-symbol	2714-FE0F	check mark	
Symbols	other-symbol	274C	cross mark	
Symbols	other-symbol	274E	cross mark button	
Symbols	other-symbol	27B0	curly loop	
Symbols	other-symbol	27BF	double curly loop	
Symbols	other-symbol	303D-FE0F	part alternation mark	
Symbols	other-symbol	2733-FE0F	eight-spoked asterisk	
Symbols	other-symbol	2734-FE0F	eight-pointed star	
Symbols	other-symbol	2747-FE0F	sparkle	
Symbols	other-symbol	00A9-FE0F	copyright	
Symbols	other-symbol	00AE-FE0F	registered	
Symbols	other-symbol	2122-FE0F	trade mark	
Symbols	other-symbol	1FADF	splatter	
Symbols	keycap	0023-FE0F-20E3	keycap: #	
Symbols	keycap	002A-FE0F-20E3	keycap: *	
Symbols	keycap	0030-FE0F-20E3	keycap: 0	
Symbols	keycap	0031-FE0F-20E3	keycap: 1	
Symbols	keycap	0032-FE0F-20E3	keycap: 2	
Symbols	keycap	0033-FE0F-20E3	keycap: 3	
Symbols	keycap	0034-FE0F-20E3	keycap: 4	
Symbols	keycap	0035-FE0F-20E3	keycap: 5	
Symbols	keycap	0036-FE0F-20E3	keycap: 6	
Symbols	keycap	0037-FE0F-20E3	keycap: 7	
Symbols	keycap	0038-FE0F-20E3	keycap: 8	
Symbols	keycap	0039-FE0F-20E3	keycap: 9	
Symbols	keycap	1F51F	keycap: 10	
Symbols	alphanum	1F520	input latin uppercase	
Symbols	alphanum	1F521	input latin lowercase	
Symbols	alphanum	1F522	input numbers	
Symbols	alphanum	1F523	input symbols	
Symbols	alphanum	1F524	input latin letters	
Symbols	alphanum	1F170-FE0F	A button (blood type)	
Symbols	alphanum	1F18E	AB button (blood type)	
Symbols	alphanum	1F171-FE0F	B button (blood type)	
Symbols	alphanum	1F191	CL button	
Symbols	alphanum	1F192	COOL button	
Symbols	alphanum	1F193	FREE button	
Symbols	alphanum	2139-FE0F	information	
Symbols	alphanum	1F194	ID button	
Symbols	alphanum	24C2-FE0F	circled M	
Symbols	alphanum	1F195	NEW button	
Symbols	alphanum	1F196	NG button	
Symbols	alphanum	1F17E-FE0F	O button (blood type)	
Symbols	alphanum	1F197	OK button	
Symbols	alphanum	1F17F-FE0F	P button	
Symbols	alphanum	1F198	SOS button	
Symbols	alphanum	1F199	UP! button	
Symbols	alphanum	1F19A	VS button	
Symbols	alphanum	1F201	Japanese “here” button	
Symbols	alphanum	1F202-FE0F	Japanese “service charge” button	
Symbols	alphanum	1F237-FE0F	Japanese “monthly amount” button	
Symbols	alphanum	1F236	Japanese “not free of charge” button	
Symbols	alphanum	1F22F	Japanese “reserved” button	
Symbols	alphanum	1F250	Japanese “bargain” button	
Symbols	alphanum	1F239	Japanese “discount” button	
Symbols	alphanum	1F21A	Japanese “free of charge” button	
Symbols	alphanum	1F232	Japanese “prohibited” button	
Symbols	alphanum	1F251	Japanese “acceptable” button	
Symbols	alphanum	1F238	Japanese “application” button	
Symbols	alphanum	1F234	Japanese “passing grade” button	
Symbols	alphanum	1F233	Japanese “vacancy” button	
Symbols	alphanum	3297-FE0F	Japanese “congratulations” button	
Symbols	alphanum	3299-FE0F	Japanese “secret” button	
Symbols	alphanum	1F23A	Japanese “open for business” button	
Symbols	alphanum	1F235	Japanese “no vacancy” button	
Symbols	geometric	1F534	red circle	
Symbols	geometric	1F7E0	orange circle	
Symbols	geometric	1F7E1	yellow circle	
Symbols	geometric	1F7E2	green circle	
Symbols	geometric	1F535	blue circle	
Symbols	geometric	1F7E3	purple circle	
Symbols	geometric	1F7E4	brown circle	
Symbols	geometric	26AB	black circle	
Symbols	geometric	26AA	white circle	
Symbols	geometric	1F7E5	red square	
Symbols	geometric	1F7E7	orange square	
Symbols	geometric	1F7E8	yellow square	
Symbols	geometric	1F7E9	green square	
Symbols	geometric	1F7E6	blue square	
Symbols	geometric	1F7EA	purple square	
Symbols	geometric	1F7EB	brown square	
Symbols	geometric	2B1B	black large square	
Symbols	geometric	2B1C	white large square	
Symbols	geometric	25FC-FE0F	black medium square	
Symbols	geometric	25FB-FE0F	white medium square	
Symbols	geometric	25FE	black medium-small square	
Symbols	geometric	25FD	white medium-small square	
Symbols	geometric	25AA-FE0F	black small square	
Symbols	geometric	25AB-FE0F	white small square	
Symbols	geometric	1F536	large orange diamond	
Symbols	geometric	1F537	large blue diamond	
Symbols	geometric	1F538	small orange diamond	
Symbols	geometric	1F539	small blue diamond	
Symbols	geometric	1F53A	red triangle pointed up	
Symbols	geometric	1F53B	red triangle pointed down	
Symbols	geometric	1F4A0	diamond with a dot	
Symbols	geometric	1F518	radio button	
Symbols	geometric	1F533	white square button	
Symbols	geometric	1F532	black square button	
Flags	flag	1F3C1	chequered flag	
Flags	flag	1F6A9	triangular flag	
Flags	flag	1F38C	crossed flags	
Flags	flag	1F3F4	black flag	
Flags	flag	1F3F3-FE0F	white flag	
Flags	flag	1F3F3-FE0F-200D-1F308	rainbow flag	
Flags	flag	1F3F3-FE0F-200D-26A7-FE0F	transgender flag	
Flags	flag	1F3F4-200D-2620-FE0F	pirate flag	
Flags	country-flag	1F1E6-1F1E8	flag: Ascension Island	
Flags	country-flag	1F1E6-1F1E9	flag: Andorra	
Flags	country-flag	1F1E6-1F1EA	flag: United Arab Emirates	
Flags	country-flag	1F1E6-1F1EB	flag: Afghanistan	
Flags	country-flag	1F1E6-1F1EC	flag: Antigua & Barbuda	
Flags	country-flag	1F1E6-1F1EE	flag: Anguilla	
Flags	country-flag	1F1E6-1F1F1	flag: Albania	
Flags	country-flag	1F1E6-1F1F2	flag: Armenia	
Flags	country-flag	1F1E6-1F1F4	flag: Angola	
Flags	country-flag	1F1E6-1F1F6	flag: Antarctica	
Flags	country-flag	1F1E6-1F1F7	flag: Argentina	
Flags	country-flag	1F1E6-1F1F8	flag: American Samoa	
Flags	country-flag	1F1E6-1F1F9	flag: Austria	
Flags	country-flag	1F1E6-1F1FA	flag: Australia	
Flags	country-flag	1F1E6-1F1FC	flag: Aruba	
Flags	country-flag	1F1E6-1F1FD	flag: Åland Islands	
